id,venueId,toss.elected,toss.winner,team1Id,team2Id,matchDate,matchEndDate,matchDateMs,matchEndDateMs,matchStatus_outcome,matchStatus_text,description,matchSummary,matchType,tournamentLabel,oversLimit,totalBalls,isLimitedOvers,match.summary
2878,70,"New Zealand, who chose to field",New Zealand,2844,2845,1979-06-09T11:00:00+0000,1979-06-09T23:00:00+0000,297774000000.0,297817000000.0,A,New Zealand won by 9 wickets,Match 4,,ODI,Prudential World Cup 1979,60,,True,
2879,70,"Australia, who chose to field",Australia,2846,2847,1979-06-13T11:00:00+0000,1979-06-13T23:00:00+0000,298120000000.0,298163000000.0,B,Pakistan won by 89 runs,Match 5,,ODI,Prudential World Cup 1979,60,,True,
2880,39,"Canada, who chose to bat",Canada,2848,2849,1979-06-13T11:00:00+0000,1979-06-13T23:00:00+0000,298120000000.0,298163000000.0,A,England won by 8 wickets,Match 6,,ODI,Prudential World Cup 1979,60,,True,
2881,73,"New Zealand, who chose to field",New Zealand,2850,2851,1979-06-13T11:00:00+0000,1979-06-13T23:00:00+0000,298120000000.0,298163000000.0,B,New Zealand won by 8 wickets,Match 7,,ODI,Prudential World Cup 1979,60,,True,
2882,82,,,0,0,1979-06-13T11:00:00+0000,1979-06-13T23:00:00+0000,298120000000.0,298163000000.0,N,Match abandoned without a ball bowled,Match 8,Match abandoned without a ball bowled,ODI,Prudential World Cup 1979,60,,True,Match abandoned without a ball bowled
2883,40,"Australia, who chose to field",Australia,2852,2853,1979-06-16T11:00:00+0000,1979-06-16T23:00:00+0000,298379000000.0,298422000000.0,A,Australia won by 7 wickets,Match 9,,ODI,Prudential World Cup 1979,60,,True,
2884,73,"Pakistan, who chose to field",Pakistan,2854,2855,1979-06-16T11:00:00+0000,1979-06-16T23:00:00+0000,298379000000.0,298422000000.0,A,England won by 14 runs,Match 10,,ODI,Prudential World Cup 1979,60,,True,
2885,39,"India, who chose to field",India,2856,2857,1979-06-16T11:00:00+0000,1979-06-16T23:00:00+0000,298379000000.0,298422000000.0,B,Sri Lanka won by 47 runs,Match 11,,ODI,Prudential World Cup 1979,60,,True,
2886,70,"New Zealand, who chose to field",New Zealand,2858,2859,1979-06-16T11:00:00+0000,1979-06-16T23:00:00+0000,298379000000.0,298422000000.0,B,West Indies won by 32 runs,Match 12,,ODI,Prudential World Cup 1979,60,,True,
2887,39,"New Zealand, who chose to field",New Zealand,2860,2861,1979-06-20T11:00:00+0000,1979-06-20T23:00:00+0000,298724000000.0,298768000000.0,A,England won by 9 runs,Semi-Final,,ODI,Prudential World Cup 1979,60,,True,
2888,82,"Pakistan, who chose to field",Pakistan,2862,2863,1979-06-20T11:00:00+0000,1979-06-20T23:00:00+0000,298724000000.0,298768000000.0,B,West Indies won by 43 runs,Semi-Final,,ODI,Prudential World Cup 1979,60,,True,
2889,71,"England, who chose to field",England,2864,2865,1979-06-23T11:00:00+0000,1979-06-23T23:00:00+0000,298984000000.0,299027000000.0,B,West Indies won by 92 runs,Final,,ODI,Prudential World Cup 1979,60,,True,
2891,70,"Australia, who chose to field",Australia,2866,2867,1983-06-09T11:00:00+0000,1983-06-09T23:00:00+0000,424004000000.0,424048000000.0,B,Zimbabwe won by 13 runs,Match 1,,ODI,Prudential World Cup 1983,60,,True,
2892,82,"England, who chose to bat",England,2868,2869,1983-06-09T11:00:00+0000,1983-06-09T23:00:00+0000,424004000000.0,424048000000.0,A,England won by 106 runs,Match 2,,ODI,Prudential World Cup 1983,60,,True,
2893,39,"West Indies, who chose to field",West Indies,2870,2871,1983-06-09T11:00:00+0000,1983-06-09T23:00:00+0000,424004000000.0,424048000000.0,A,India won by 34 runs,Match 3,,ODI,Prudential World Cup 1983,60,,True,
2894,278,"Sri Lanka, who chose to field",Sri Lanka,2872,2873,1983-06-09T11:00:00+0000,1983-06-09T23:00:00+0000,424004000000.0,424048000000.0,A,Pakistan won by 50 runs,Match 4,,ODI,Prudential World Cup 1983,60,,True,
2895,73,"Australia, who chose to field",Australia,2874,2875,1983-06-11T11:00:00+0000,1983-06-11T23:00:00+0000,424177000000.0,424220000000.0,B,West Indies won by 101 runs,Match 5,,ODI,Prudential World Cup 1983,60,,True,
2896,260,"England, who chose to bat",England,2876,2877,1983-06-11T11:00:00+0000,1983-06-11T23:00:00+0000,424177000000.0,424220000000.0,A,England won by 47 runs,Match 6,,ODI,Prudential World Cup 1983,60,,True,
2897,263,"India, who chose to field",India,2878,2879,1983-06-11T11:00:00+0000,1983-06-11T23:00:00+0000,424177000000.0,424220000000.0,A,India won by 5 wickets,Match 7,,ODI,Prudential World Cup 1983,60,,True,
2898,40,"Pakistan, who chose to field",Pakistan,2880,2881,1983-06-11T11:00:00+0000,1983-06-11T23:00:00+0000,424177000000.0,424220000000.0,A,New Zealand won by 52 runs,Match 8,,ODI,Prudential World Cup 1983,60,,True,
2899,70,"Australia, who chose to bat",Australia,2882,2883,1983-06-13T11:00:00+0000,1983-06-13T23:00:00+0000,424350000000.0,424393000000.0,A,Australia won by 162 runs,Match 9,,ODI,Prudential World Cup 1983,60,,True,
2900,71,"Pakistan, who chose to bat",Pakistan,2884,2885,1983-06-13T11:00:00+0000,1983-06-13T23:00:00+0000,424350000000.0,424393000000.0,A,England won by 8 wickets,Match 10,,ODI,Prudential World Cup 1983,60,,True,
2901,223,"New Zealand, who chose to field",New Zealand,2886,2887,1983-06-13T11:00:00+0000,1983-06-13T23:00:00+0000,424350000000.0,424393000000.0,A,New Zealand won by 5 wickets,Match 11,,ODI,Prudential World Cup 1983,60,,True,
2902,258,"West Indies, who chose to field",West Indies,2888,2889,1983-06-13T11:00:00+0000,1983-06-13T23:00:00+0000,424350000000.0,424393000000.0,A,West Indies won by 8 wickets,Match 12,,ODI,Prudential World Cup 1983,60,,True,
2903,40,"England, who chose to bat",England,2890,2891,1983-06-15T11:00:00+0000,1983-06-15T23:00:00+0000,424523000000.0,424566000000.0,B,New Zealand won by 2 wickets,Match 13,,ODI,Prudential World Cup 1983,60,,True,
2904,82,"West Indies, who chose to bat",West Indies,2892,2893,1983-06-15T11:00:00+0000,1983-06-15T23:00:00+0000,424523000000.0,424566000000.0,B,West Indies won by 66 runs,Match 14,,ODI,Prudential World Cup 1983,60,,True,
2905,72,"Australia, who chose to bat",Australia,2894,2895,1983-06-16T11:00:00+0000,1983-06-16T23:00:00+0000,424609000000.0,424652000000.0,A,Australia won by 32 runs,Match 15,,ODI,Prudential World Cup 1983,60,,True,
2906,73,"Sri Lanka, who chose to field",Sri Lanka,2896,2897,1983-06-16T11:00:00+0000,1983-06-16T23:00:00+0000,424609000000.0,424652000000.0,A,Pakistan won by 11 runs,Match 16,,ODI,Prudential World Cup 1983,60,,True,
2907,71,"Australia, who chose to bat",Australia,2898,2899,1983-06-18T11:00:00+0000,1983-06-18T23:00:00+0000,424782000000.0,424825000000.0,B,West Indies won by 7 wickets,Match 17,,ODI,Prudential World Cup 1983,60,,True,
2908,39,"Pakistan, who chose to bat",Pakistan,2900,2901,1983-06-18T11:00:00+0000,1983-06-18T23:00:00+0000,424782000000.0,424825000000.0,A,England won by 7 wickets,Match 18,,ODI,Prudential World Cup 1983,60,,True,
2909,280,"India, who chose to bat",India,2902,2903,1983-06-18T11:00:00+0000,1983-06-18T23:00:00+0000,424782000000.0,424825000000.0,A,India won by 31 runs,Match 19,,ODI,Prudential World Cup 1983,60,,True,
2910,256,"Sri Lanka, who chose to field",Sri Lanka,2904,2905,1983-06-18T11:00:00+0000,1983-06-18T23:00:00+0000,424782000000.0,424825000000.0,B,Sri Lanka won by 3 wickets,Match 20,,ODI,Prudential World Cup 1983,60,,True,
2911,255,"India, who chose to bat",India,2906,2907,1983-06-20T11:00:00+0000,1983-06-20T23:00:00+0000,424955000000.0,424998000000.0,B,India won by 118 runs,Match 21,,ODI,Prudential World Cup 1983,60,,True,
2912,73,"England, who chose to field",England,2908,2909,1983-06-20T11:00:00+0000,1983-06-20T23:00:00+0000,424955000000.0,424998000000.0,A,England won by 9 wickets,Match 22,,ODI,Prudential World Cup 1983,60,,True,
2913,70,"Pakistan, who chose to bat",Pakistan,2910,2911,1983-06-20T11:00:00+0000,1983-06-20T23:00:00+0000,424955000000.0,424998000000.0,B,Pakistan won by 11 runs,Match 23,,ODI,Prudential World Cup 1983,60,,True,
2914,40,"Zimbabwe, who chose to bat",Zimbabwe,2912,2913,1983-06-20T11:00:00+0000,1983-06-20T23:00:00+0000,424955000000.0,424998000000.0,A,West Indies won by 10 wickets,Match 24,,ODI,Prudential World Cup 1983,60,,True,
2915,39,"England, who chose to bat",England,2914,2915,1983-06-22T11:00:00+0000,1983-06-22T23:00:00+0000,425128000000.0,425171000000.0,B,India won by 6 wickets,Semi-Final,,ODI,Prudential World Cup 1983,60,,True,
2916,82,"West Indies, who chose to field",West Indies,2916,2917,1983-06-22T11:00:00+0000,1983-06-22T23:00:00+0000,425128000000.0,425171000000.0,B,West Indies won by 8 wickets,Semi-Final,,ODI,Prudential World Cup 1983,60,,True,
2917,71,"West Indies, who chose to field",West Indies,2918,2919,1983-06-25T11:00:00+0000,1983-06-25T23:00:00+0000,425387000000.0,425430000000.0,A,India won by 43 runs,Final,,ODI,Prudential World Cup 1983,60,,True,
2919,273,"Pakistan, who chose to bat",Pakistan,2920,2921,1987-10-08T11:00:00+0000,1987-10-08T23:00:00+0000,560689000000.0,560732000000.0,A,Pakistan won by 15 runs,Match 1,,ODI,Reliance World Cup 1987/88,50,,True,
2920,1,"India, who chose to field",India,2922,2923,1987-10-09T11:00:00+0000,1987-10-09T23:00:00+0000,560776000000.0,560819000000.0,B,Australia won by 1 run,Match 2,,ODI,Reliance World Cup 1987/88,50,,True,
2921,266,"England, who chose to field",England,2924,2925,1987-10-09T11:00:00+0000,1987-10-09T23:00:00+0000,560776000000.0,560819000000.0,A,England won by 2 wickets,Match 3,,ODI,Reliance World Cup 1987/88,50,,True,
2922,267,"Zimbabwe, who chose to field",Zimbabwe,2926,2927,1987-10-10T11:00:00+0000,1987-10-10T23:00:00+0000,560862000000.0,560905000000.0,A,New Zealand won by 3 runs,Match 4,,ODI,Reliance World Cup 1987/88,50,,True,
2923,274,"England, who chose to field",England,2928,2929,1987-10-12T11:00:00+0000,1987-10-12T23:00:00+0000,561035000000.0,561078000000.0,A,Pakistan won by 18 runs,Match 5,,ODI,Reliance World Cup 1987/88,50,,True,
2924,1,"Zimbabwe, who chose to field",Zimbabwe,2930,2931,1987-10-13T11:00:00+0000,1987-10-13T23:00:00+0000,561121000000.0,561164000000.0,A,Australia won by 96 runs,Match 6,,ODI,Reliance World Cup 1987/88,50,,True,
2925,272,"Sri Lanka, who chose to field",Sri Lanka,2932,2933,1987-10-13T11:00:00+0000,1987-10-13T23:00:00+0000,561121000000.0,561164000000.0,B,West Indies won by 191 runs,Match 7,,ODI,Reliance World Cup 1987/88,50,,True,
2926,5,"New Zealand, who chose to field",New Zealand,2934,2935,1987-10-14T11:00:00+0000,1987-10-14T23:00:00+0000,561208000000.0,561251000000.0,A,India won by 16 runs,Match 8,,ODI,Reliance World Cup 1987/88,50,,True,
2927,262,"West Indies, who chose to bat",West Indies,2936,2937,1987-10-16T11:00:00+0000,1987-10-16T23:00:00+0000,561380000000.0,561424000000.0,A,Pakistan won by 1 wicket,Match 9,,ODI,Reliance World Cup 1987/88,50,,True,
2928,4,"Zimbabwe, who chose to bat",Zimbabwe,2938,2939,1987-10-17T11:00:00+0000,1987-10-17T23:00:00+0000,561467000000.0,561510000000.0,A,India won by 8 wickets,Match 10,,ODI,Reliance World Cup 1987/88,50,,True,
2929,247,"England, who chose to bat",England,2940,2941,1987-10-17T11:00:00+0000,1987-10-17T23:00:00+0000,561467000000.0,561510000000.0,A,England won by 138 runs,Match 11,,ODI,Reliance World Cup 1987/88,50,,True,
2930,161,"New Zealand, who chose to field",New Zealand,2942,2943,1987-10-18T11:00:00+0000,1987-10-18T23:00:00+0000,561553000000.0,561596000000.0,A,Australia won by 3 runs,Match 12,,ODI,Reliance World Cup 1987/88,50,,True,
2931,272,"Pakistan, who chose to field",Pakistan,2944,2945,1987-10-20T11:00:00+0000,1987-10-20T23:00:00+0000,561726000000.0,561769000000.0,A,Pakistan won by 7 wickets,Match 13,,ODI,Reliance World Cup 1987/88,50,,True,
2932,270,"Sri Lanka, who chose to field",Sri Lanka,2946,2947,1987-10-21T11:00:00+0000,1987-10-21T23:00:00+0000,561812000000.0,561856000000.0,B,West Indies won by 25 runs,Match 14,,ODI,Reliance World Cup 1987/88,50,,True,
2933,8,"Australia, who chose to field",Australia,2948,2949,1987-10-22T11:00:00+0000,1987-10-22T23:00:00+0000,561899000000.0,561942000000.0,A,India won by 56 runs,Match 15,,ODI,Reliance World Cup 1987/88,50,,True,
2934,2,"New Zealand, who chose to field",New Zealand,2950,2951,1987-10-23T11:00:00+0000,1987-10-23T23:00:00+0000,561985000000.0,562028000000.0,A,New Zealand won by 4 wickets,Match 16,,ODI,Reliance World Cup 1987/88,50,,True,
2935,265,"Pakistan, who chose to bat",Pakistan,2952,2953,1987-10-25T11:00:00+0000,1987-10-25T23:00:00+0000,562158000000.0,562201000000.0,A,Pakistan won by 113 runs,Match 17,,ODI,Reliance World Cup 1987/88,50,,True,
2936,3,"West Indies, who chose to field",West Indies,2954,2955,1987-10-26T11:00:00+0000,1987-10-26T23:00:00+0000,562244000000.0,562288000000.0,A,England won by 34 runs,Match 18,,ODI,Reliance World Cup 1987/88,50,,True,
2937,19,"India, who chose to field",India,2956,2957,1987-10-26T11:00:00+0000,1987-10-26T23:00:00+0000,562244000000.0,562288000000.0,A,India won by 7 wickets,Match 19,,ODI,Reliance World Cup 1987/88,50,,True,
2938,216,"Australia, who chose to bat",Australia,2958,2959,1987-10-27T11:00:00+0000,1987-10-27T23:00:00+0000,562331000000.0,562374000000.0,A,Australia won by 17 runs,Match 20,,ODI,Reliance World Cup 1987/88,50,,True,
2939,14,"Zimbabwe, who chose to field",Zimbabwe,2960,2961,1987-10-30T11:00:00+0000,1987-10-30T23:00:00+0000,562590000000.0,562633000000.0,A,Australia won by 70 runs,Match 21,,ODI,Reliance World Cup 1987/88,50,,True,
2940,175,"Sri Lanka, who chose to bat",Sri Lanka,2962,2963,1987-10-30T11:00:00+0000,1987-10-30T23:00:00+0000,562590000000.0,562633000000.0,A,England won by 8 wickets,Match 22,,ODI,Reliance World Cup 1987/88,50,,True,
2941,272,"West Indies, who chose to bat",West Indies,2964,2965,1987-10-30T11:00:00+0000,1987-10-30T23:00:00+0000,562590000000.0,562633000000.0,B,West Indies won by 28 runs,Match 23,,ODI,Reliance World Cup 1987/88,50,,True,
2942,20,"New Zealand, who chose to bat",New Zealand,2966,2967,1987-10-31T11:00:00+0000,1987-10-31T23:00:00+0000,562676000000.0,562720000000.0,A,India won by 9 wickets,Match 24,,ODI,Reliance World Cup 1987/88,50,,True,
2943,262,"Australia, who chose to bat",Australia,2968,2969,1987-11-04T11:00:00+0000,1987-11-04T23:00:00+0000,563022000000.0,563065000000.0,B,Australia won by 18 runs,Semi-Final,,ODI,Reliance World Cup 1987/88,50,,True,
2944,4,"India, who chose to field",India,2970,2971,1987-11-05T11:00:00+0000,1987-11-05T23:00:00+0000,563108000000.0,563152000000.0,B,England won by 35 runs,Semi-Final,,ODI,Reliance World Cup 1987/88,50,,True,
2945,2,"Australia, who chose to bat",Australia,2972,2973,1987-11-08T11:00:00+0000,1987-11-08T23:00:00+0000,563368000000.0,563411000000.0,A,Australia won by 7 runs,Final,,ODI,Reliance World Cup 1987/88,50,,True,
2947,90,"New Zealand, who chose to bat",New Zealand,2974,2975,1992-02-22T11:00:00+0000,1992-02-22T23:00:00+0000,698756000000.0,698800000000.0,A,New Zealand won by 37 runs,Match 1,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2948,43,"England, who chose to bat",England,2976,2977,1992-02-22T11:00:00+0000,1992-02-22T23:00:00+0000,698756000000.0,698800000000.0,A,England won by 9 runs,Match 2,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2949,134,"Sri Lanka, who chose to field",Sri Lanka,2978,2979,1992-02-23T11:00:00+0000,1992-02-23T23:00:00+0000,698843000000.0,698886000000.0,A,Sri Lanka won by 3 wickets,Match 3,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2950,51,"West Indies, who chose to field",West Indies,2980,2981,1992-02-23T11:00:00+0000,1992-02-23T23:00:00+0000,698843000000.0,698886000000.0,B,West Indies won by 10 wickets,Match 4,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2951,95,"New Zealand, who chose to field",New Zealand,2982,2983,1992-02-25T11:00:00+0000,1992-02-25T23:00:00+0000,699016000000.0,699059000000.0,A,New Zealand won by 6 wickets,Match 5,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2952,48,"Australia, who chose to bat",Australia,2984,2985,1992-02-26T11:00:00+0000,1992-02-26T23:00:00+0000,699102000000.0,699145000000.0,B,South Africa won by 9 wickets,Match 6,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2953,51,"England, who chose to field",England,2986,2987,1992-02-27T11:00:00+0000,1992-02-27T23:00:00+0000,699188000000.0,699232000000.0,A,England won by 6 wickets,Match 7,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2954,52,"Zimbabwe, who chose to field",Zimbabwe,2988,2989,1992-02-27T11:00:00+0000,1992-02-27T23:00:00+0000,699188000000.0,699232000000.0,A,Pakistan won by 53 runs,Match 8,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2955,276,"Sri Lanka, who chose to field",Sri Lanka,2990,2991,1992-02-28T11:00:00+0000,1992-02-28T23:00:00+0000,699275000000.0,699318000000.0,N,No result,Match 9,No result,ODI,Benson and Hedges World Cup 1991/92,50,,True,No result
2956,90,"South Africa, who chose to bat",South Africa,2992,2993,1992-02-29T11:00:00+0000,1992-02-29T23:00:00+0000,699361000000.0,699404000000.0,A,New Zealand won by 7 wickets,Match 10,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2957,41,"Zimbabwe, who chose to field",Zimbabwe,2994,2995,1992-02-29T11:00:00+0000,1992-02-29T23:00:00+0000,699361000000.0,699404000000.0,A,West Indies won by 75 runs,Match 11,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2958,41,"Australia, who chose to bat",Australia,2996,2997,1992-03-01T11:00:00+0000,1992-03-01T23:00:00+0000,699448000000.0,699491000000.0,A,Australia won by 3 runs,Match 12,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2959,42,"England, who chose to field",England,2998,2999,1992-03-01T11:00:00+0000,1992-03-01T23:00:00+0000,699448000000.0,699491000000.0,N,No result,Match 13,No result,ODI,Benson and Hedges World Cup 1991/92,50,,True,No result
2960,113,"Sri Lanka, who chose to field",Sri Lanka,3000,3001,1992-03-02T11:00:00+0000,1992-03-02T23:00:00+0000,699534000000.0,699577000000.0,B,Sri Lanka won by 3 wickets,Match 14,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2961,91,"Zimbabwe, who chose to field",Zimbabwe,3002,3003,1992-03-03T11:00:00+0000,1992-03-03T23:00:00+0000,699620000000.0,699664000000.0,A,New Zealand won by 57 runs,Match 15,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2962,48,"India, who chose to bat",India,3004,3005,1992-03-04T11:00:00+0000,1992-03-04T23:00:00+0000,699707000000.0,699750000000.0,A,India won by 43 runs,Match 16,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2963,268,"West Indies, who chose to field",West Indies,3006,3007,1992-03-05T11:00:00+0000,1992-03-05T23:00:00+0000,699793000000.0,699836000000.0,A,South Africa won by 64 runs,Match 17,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2964,48,"Australia, who chose to bat",Australia,3008,3009,1992-03-05T11:00:00+0000,1992-03-05T23:00:00+0000,699793000000.0,699836000000.0,B,England won by 8 wickets,Match 18,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2965,95,"India, who chose to bat",India,3010,3011,1992-03-07T11:00:00+0000,1992-03-07T23:00:00+0000,699966000000.0,700009000000.0,A,India won by 99 runs,Match 19,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2966,42,"Australia, who chose to field",Australia,3012,3013,1992-03-07T11:00:00+0000,1992-03-07T23:00:00+0000,699966000000.0,700009000000.0,A,Australia won by 7 wickets,Match 20,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2967,90,"New Zealand, who chose to field",New Zealand,3014,3015,1992-03-08T11:00:00+0000,1992-03-08T23:00:00+0000,700052000000.0,700096000000.0,A,New Zealand won by 5 wickets,Match 21,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2968,41,"Pakistan, who chose to field",Pakistan,3016,3017,1992-03-08T11:00:00+0000,1992-03-08T23:00:00+0000,700052000000.0,700096000000.0,B,South Africa won by 38 runs,Match 22,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2969,261,"England, who chose to bat",England,3018,3019,1992-03-09T11:00:00+0000,1992-03-09T23:00:00+0000,700139000000.0,700182000000.0,A,England won by 106 runs,Match 23,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2970,113,"India, who chose to bat",India,3020,3021,1992-03-10T11:00:00+0000,1992-03-10T23:00:00+0000,700225000000.0,700268000000.0,B,West Indies won by 5 wickets,Match 24,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2971,58,"South Africa, who chose to field",South Africa,3022,3023,1992-03-10T11:00:00+0000,1992-03-10T23:00:00+0000,700225000000.0,700268000000.0,A,South Africa won by 7 wickets,Match 25,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2972,43,"Pakistan, who chose to bat",Pakistan,3024,3025,1992-03-11T11:00:00+0000,1992-03-11T23:00:00+0000,700312000000.0,700355000000.0,B,Pakistan won by 48 runs,Match 26,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2973,251,"New Zealand, who chose to field",New Zealand,3026,3027,1992-03-12T11:00:00+0000,1992-03-12T23:00:00+0000,700398000000.0,700441000000.0,A,New Zealand won by 4 wickets,Match 27,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2974,51,"England, who chose to field",England,3028,3029,1992-03-12T11:00:00+0000,1992-03-12T23:00:00+0000,700398000000.0,700441000000.0,A,England won by 3 wickets,Match 28,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2975,249,"Sri Lanka, who chose to field",Sri Lanka,3030,3031,1992-03-13T11:00:00+0000,1992-03-13T23:00:00+0000,700484000000.0,700528000000.0,B,West Indies won by 91 runs,Match 29,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2976,52,"Australia, who chose to bat",Australia,3032,3033,1992-03-14T11:00:00+0000,1992-03-14T23:00:00+0000,700571000000.0,700614000000.0,A,Australia won by 128 runs,Match 30,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2977,113,"New Zealand, who chose to field",New Zealand,3034,3035,1992-03-15T11:00:00+0000,1992-03-15T23:00:00+0000,700657000000.0,700700000000.0,A,New Zealand won by 7 wickets,Match 31,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
2978,42,"South Africa, who chose to field",South Africa,3036,3037,1992-03-15T11:00:00+0000,1992-03-15T23:00:00+0000,700657000000.0,700700000000.0,B,South Africa won by 6 wickets,Match 32,,ODI,Benson and Hedges World Cup 1991/92,50,,True,
